rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2
8746,9029486,K07126.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5593.00,152.00,-152.00,4.311,0.195,-0.195,-0.0600,0.3000,-0.3000,1.0830,0.3210,-0.2140,0.8760,0.1230,-0.0760,,,
8747,9906802,K07250.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,,,,,,,,,,,,,,
8748,9906841,K07251.01,,FALSE POSITIVE,FALSE POSITIVE,,5026.00,109.00,-298.00,2.504,0.033,-0.033,0.0700,0.1400,-0.5300,16.8910,0.6140,-7.5820,3.3190,0.0470,-2.2700,,,
8749,9909965,K07252.01,,CANDIDATE,CANDIDATE,0.7910,6211.00,169.00,-225.00,4.384,0.108,-0.201,-0.3400,0.3000,-0.3000,1.0540,0.3030,-0.1630,0.9800,0.1470,-0.1070,,,
8750,9913481,K07253.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,7624.00,212.00,-318.00,3.622,0.476,-0.084,-0.0400,0.2000,-0.3000,3.6820,0.6090,-1.9480,2.0680,0.2920,-0.5420,,,
8751,9913798,K07254.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,4817.00,144.00,-144.00,4.624,0.028,-0.056,-0.0600,0.3000,-0.3000,0.7000,0.0700,-0.0510,0.7670,0.0530,-0.0790,,,
8752,9932197,K07255.01,,CANDIDATE,CANDIDATE,,,,,,,,,,,,,,,,,,,
8753,9934208,K07256.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,4340.00,131.00,-131.00,4.671,0.058,-0.027,-0.5600,0.3000,-0.3000,0.5730,0.0450,-0.0560,0.5610,0.0580,-0.0420,,,
8754,9936698,K07257.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6604.00,187.00,-258.00,4.178,0.162,-0.180,-0.1200,0.2500,-0.3000,1.5260,0.4530,-0.3710,1.2830,0.2000,-0.2200,,,
8755,10867017,K07384.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6018.00,168.00,-210.00,4.485,0.050,-0.200,-0.0400,0.2500,-0.3000,0.9750,0.2850,-0.0950,1.0580,0.1260,-0.1390,,,
8756,10909274,K07385.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6599.00,147.00,-213.00,4.350,0.060,-0.140,-0.0400,0.2500,-0.3000,1.2340,0.2830,-0.1410,1.2480,0.1440,-0.1730,,,
8757,10920813,K07386.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5288.00,202.00,-184.00,4.577,0.056,-0.077,-0.3800,0.3000,-0.3000,0.7370,0.1050,-0.0700,0.7480,0.0920,-0.0610,,,
8758,10923260,K07387.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6214.00,153.00,-219.00,4.501,0.054,-0.216,-0.3600,0.3000,-0.3500,0.9330,0.2910,-0.0970,1.0050,0.1340,-0.1340,,,
8759,10924400,K07388.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5151.00,72.00,-92.00,4.602,0.010,-0.070,0.0700,0.1500,-0.1500,0.7610,0.0660,-0.0240,0.8740,0.0270,-0.0640,,,
8760,10932270,K07389.01,,CANDIDATE,CANDIDATE,,5092.00,83.00,-161.00,2.945,0.028,-0.028,-0.2200,0.2600,-0.3200,7.9130,0.4920,-1.9360,2.0120,0.1400,-0.8600,,,
8761,10936427,K07390.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5229.00,156.00,-140.00,4.607,0.072,-0.048,-0.7400,0.3000,-0.3000,0.6680,0.0640,-0.0570,0.6590,0.0700,-0.0330,,,
8762,10937609,K07391.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6244.00,169.00,-188.00,4.473,0.054,-0.216,-0.3200,0.3000,-0.3500,0.9710,0.3050,-0.1020,1.0210,0.1470,-0.1200,,,
8763,10965963,K07392.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6085.00,171.00,-193.00,4.293,0.153,-0.187,-0.0400,0.2500,-0.3000,1.2150,0.3550,-0.2360,1.0550,0.1660,-0.1350,,,
8764,12251779,K07517.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6161.00,168.00,-168.00,4.367,0.175,-0.175,-0.7800,0.3000,-0.3000,0.9880,0.2360,-0.1930,0.8290,0.0960,-0.0590,,,
8765,12268220,K07518.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,8026.00,251.00,-306.00,3.650,0.510,-0.090,-0.3600,0.2000,-0.3000,3.4610,0.6070,-1.8210,1.9500,0.2380,-0.5100,,,
8766,12302391,K07519.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6109.00,193.00,-236.00,4.455,0.056,-0.210,0.0000,0.2500,-0.3000,1.0290,0.3410,-0.1140,1.0990,0.1510,-0.1510,,,
8767,12304728,K07520.01,,CANDIDATE,CANDIDATE,1.0000,5189.00,72.00,-124.00,3.352,0.262,-0.087,0.2100,0.1500,-0.2500,4.9300,0.6300,-1.8890,1.9920,0.1590,-0.6340,,,
8768,12306808,K07521.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5985.00,143.00,-161.00,4.603,0.028,-0.161,-0.7800,0.3000,-0.3000,0.7580,0.1700,-0.0570,0.8460,0.0710,-0.0870,,,
8769,12351927,K07522.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,4717.00,138.00,-152.00,4.737,0.042,-0.028,-1.4400,0.3000,-0.3000,0.5190,0.0270,-0.0300,0.5360,0.0320,-0.0240,,,
8770,12353633,K07523.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5800.00,192.00,-175.00,3.866,0.552,-0.138,-0.1600,0.3000,-0.2500,2.0530,0.4590,-1.0720,1.1290,0.1610,-0.2420,,,
8771,12353720,K07524.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6450.00,176.00,-176.00,3.501,0.360,-0.090,-0.0800,0.3500,-0.2500,3.9280,0.4020,-1.5070,1.7820,0.1630,-0.3810,,,
8772,8565912,K07898.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6987.00,216.00,-312.00,4.096,0.209,-0.171,-0.3400,0.3000,-0.3000,1.7160,0.4780,-0.4780,1.3430,0.2020,-0.2240,,,
8773,7778767,K02523.02,,CANDIDATE,CANDIDATE,0.7630,5514.00,74.00,-74.00,4.345,0.132,-0.108,0.1600,0.1500,-0.1500,1.0710,0.1630,-0.1480,0.9260,0.0620,-0.0430,,,
8774,9026749,K02564.02,,CANDIDATE,CANDIDATE,0.9130,5734.00,95.00,-69.00,3.591,0.292,-0.097,0.2600,0.1500,-0.1500,3.4050,0.6250,-1.1610,1.6480,0.1430,-0.3340,,,
8775,10916600,K02623.02,,CANDIDATE,CANDIDATE,0.9930,6187.00,74.00,-80.00,4.341,0.050,-0.150,0.2600,0.1500,-0.2000,1.2380,0.2560,-0.0910,1.2300,0.0870,-0.0730,,,
8776,6198182,K02636.02,,CANDIDATE,CANDIDATE,,5854.00,106.00,-130.00,4.469,0.036,-0.036,0.0600,0.1000,-0.1000,0.9790,0.1850,-0.0570,1.0300,0.0570,-0.0740,,,
8777,5695396,K00283.03,,CANDIDATE,CANDIDATE,,5680.00,104.00,-113.00,4.414,0.072,-0.072,0.1200,0.1200,-0.1200,1.0160,0.1840,-0.0860,0.9780,0.0500,-0.0610,,,
8778,6964929,K02756.02,,CANDIDATE,CANDIDATE,,5957.00,154.00,-187.00,4.506,0.039,-0.039,-0.0800,0.2200,-0.3000,0.9370,0.3430,-0.0840,1.0260,0.1160,-0.1310,,,
8779,2853828,K02896.02,,FALSE POSITIVE,FALSE POSITIVE,,6327.00,160.00,-202.00,4.276,0.131,-0.131,-0.1200,0.2200,-0.3000,1.2590,0.7880,-0.2120,1.0890,0.3040,-0.1180,,,
8780,7008149,K02918.02,,FALSE POSITIVE,FALSE POSITIVE,,,,,,,,,,,,,,,,,,,
8781,3458919,K06337.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5561.00,166.00,-166.00,4.512,0.066,-0.154,-0.1600,0.3000,-0.3000,0.8550,0.1960,-0.0900,0.8660,0.1020,-0.0830,,,
8782,3542573,K06338.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6026.00,181.00,-199.00,4.101,0.258,-0.172,0.2800,0.1500,-0.3000,1.6890,0.4630,-0.5660,1.3150,0.1710,-0.2350,,,
8783,3543270,K06339.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5462.00,162.00,-162.00,4.628,0.035,-0.105,-0.5000,0.3000,-0.3000,0.7080,0.1190,-0.0510,0.7990,0.0750,-0.0900,,,
8784,3544678,K06340.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,,,,,,,,,,,,,,,,,,
8785,3545626,K06341.01,,CANDIDATE,CANDIDATE,,,,,,,,,,,,,,,,,,,
8786,3547178,K06342.01,,CANDIDATE,CANDIDATE,0.9840,6501.00,147.00,-180.00,4.281,0.149,-0.182,-0.5000,0.3000,-0.3000,1.2090,0.3260,-0.2170,1.0170,0.1500,-0.1120,,,
8787,3548622,K06343.01,,CANDIDATE,CANDIDATE,0.0000,6117.00,182.00,-200.00,4.496,0.050,-0.213,-0.2200,0.2500,-0.3500,0.9470,0.2880,-0.0960,1.0250,0.1390,-0.1390,,,
8788,3556742,K06344.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,4975.00,79.00,-79.00,4.614,0.012,-0.051,0.0200,0.1500,-0.1500,0.7240,0.0540,-0.0220,0.8180,0.0290,-0.0570,,,
8789,4917014,K06472.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,4897.00,58.00,-95.00,2.464,0.168,-0.126,-0.4400,0.1000,-0.1500,13.4990,2.1190,-4.2380,1.9350,0.6910,-0.8300,,,
8790,4931073,K06473.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6675.00,160.00,-200.00,3.748,0.285,-0.095,-0.1400,0.3000,-0.2500,2.7470,0.4890,-0.9080,1.5400,0.2380,-0.2910,,,
8791,4932691,K06474.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,7323.00,203.00,-319.00,4.167,0.090,-0.210,0.0800,0.2000,-0.3500,1.7220,0.5620,-0.2590,1.5870,0.2030,-0.2260,,,
8792,4939265,K06475.01,,CANDIDATE,CANDIDATE,1.0000,4337.00,77.00,-86.00,4.581,0.045,-0.009,0.3600,0.1000,-0.1500,0.7140,0.0140,-0.0410,0.7090,0.0270,-0.0210,,,
8793,4940201,K06476.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5496.00,164.00,-148.00,4.607,0.032,-0.128,-0.3800,0.3500,-0.3000,0.7430,0.1490,-0.0640,0.8250,0.0880,-0.0880,,,
8794,4946680,K06477.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6071.00,213.00,-213.00,3.796,0.544,-0.128,-0.1200,0.3000,-0.3000,2.3890,0.5270,-1.2290,1.3010,0.2010,-0.3260,,,
8795,4947726,K06478.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5873.00,159.00,-177.00,4.547,0.044,-0.176,-0.2200,0.3000,-0.3000,0.8630,0.2330,-0.0780,0.9540,0.1100,-0.1210,,,
8796,4948863,K06479.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5679.00,173.00,-173.00,4.605,0.036,-0.135,-0.5000,0.3000,-0.3000,0.7470,0.1560,-0.0520,0.8490,0.0790,-0.0960,,,
8797,8308516,K07880.01,,CANDIDATE,CANDIDATE,0.1130,6626.00,158.00,-217.00,4.347,0.112,-0.182,-0.5600,0.3000,-0.3000,1.1320,0.2980,-0.1610,1.0390,0.1370,-0.1120,,,
8798,5529501,K06592.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6168.00,80.00,-86.00,4.250,0.125,-0.125,0.0200,0.1500,-0.1500,1.3070,0.2300,-0.1880,1.1050,0.1130,-0.0660,,,
8799,5529560,K06593.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6090.00,190.00,-253.00,4.447,0.044,-0.232,0.2100,0.2000,-0.3000,1.0710,0.3780,-0.1180,1.1730,0.1510,-0.1660,,,
8800,5530881,K06594.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6507.00,146.00,-194.00,4.343,0.101,-0.188,-0.3800,0.2500,-0.3000,1.1450,0.3300,-0.1520,1.0490,0.1600,-0.1170,,,
8801,5534476,K06595.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6862.00,72.00,-92.00,4.114,0.132,-0.108,-0.1400,0.1500,-0.2000,1.7120,0.2790,-0.2790,1.3950,0.0990,-0.1080,,,
8802,5534702,K06596.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6700.00,73.00,-87.00,4.041,0.174,-0.116,-0.0800,0.1500,-0.1500,1.8830,0.3370,-0.4120,1.4240,0.1150,-0.1440,,,
8803,5535280,K06597.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5955.00,161.00,-179.00,4.520,0.037,-0.213,-0.1600,0.3000,-0.3000,0.9100,0.2660,-0.0890,0.9990,0.1190,-0.1320,,,
8804,5552808,K06598.01,,CANDIDATE,CANDIDATE,,,,,,,,,,,,,,,,,,,
8805,5553624,K06599.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5539.00,74.00,-83.00,4.393,0.105,-0.105,0.2100,0.1500,-0.1500,1.0270,0.1450,-0.1050,0.9500,0.0570,-0.0460,,,
8806,5564082,K06600.01,,CANDIDATE,CANDIDATE,,5992.00,148.00,-152.00,4.420,0.098,-0.098,-0.4400,0.3000,-0.2600,0.9610,0.3480,-0.1230,0.8840,0.1250,-0.0780,,,
8807,6543682,K06728.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5780.00,,,4.438,,,0.0000,0.0000,0.0000,1.0000,,,1.0000,,,,,
8808,6545018,K06729.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5807.00,157.00,-157.00,4.455,0.130,-0.159,-0.6400,0.3000,-0.3000,0.8610,0.1880,-0.1260,0.7710,0.1000,-0.0460,,,
8809,6548447,K06730.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5226.00,174.00,-142.00,3.970,0.602,-0.258,0.0000,0.3000,-0.2500,1.6430,0.8510,-0.8510,0.9210,0.1010,-0.1120,,,
8810,6551106,K06731.01,,CANDIDATE,CANDIDATE,0.9980,6106.00,190.00,-211.00,4.487,0.050,-0.200,-0.1600,0.3000,-0.3000,0.9660,0.2910,-0.0970,1.0430,0.1400,-0.1400,,,
8811,6584167,K06732.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6175.00,219.00,-219.00,4.099,0.344,-0.159,-0.6200,0.3000,-0.3000,1.4050,0.3930,-0.5240,0.9040,0.1280,-0.0960,,,
8812,6584278,K06733.01,,CANDIDATE,CANDIDATE,0.8890,5826.00,78.00,-87.00,3.465,0.252,-0.108,0.1800,0.1500,-0.1500,4.1890,0.7500,-1.3930,1.8650,0.1320,-0.3950,,,
8813,6590726,K06734.01,,CANDIDATE,CANDIDATE,,5618.00,180.00,-183.00,4.514,0.034,-0.034,0.2600,0.1400,-0.2600,0.9320,0.3690,-0.0730,1.0330,0.1510,-0.1140,,,
8814,6591789,K06735.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5618.00,152.00,-152.00,4.583,0.038,-0.152,-0.2800,0.3000,-0.3000,0.7910,0.1810,-0.0650,0.8840,0.0880,-0.1070,,,
8815,6593363,K06736.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6154.00,165.00,-165.00,3.793,0.315,-0.105,-0.3400,0.3500,-0.3000,2.3210,0.3830,-0.8290,1.2190,0.2100,-0.2560,,,
8816,7336754,K06861.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5761.00,155.00,-155.00,4.413,0.144,-0.176,-0.4000,0.3000,-0.2500,0.9320,0.2500,-0.1540,0.8210,0.1140,-0.0610,,,
8817,7345335,K06862.01,,CANDIDATE,CANDIDATE,,5533.00,177.00,-144.00,4.505,0.071,-0.071,-0.3800,0.3600,-0.2600,0.8190,0.3570,-0.0860,0.7820,0.1330,-0.0590,,,
8818,7350067,K06863.01,Kepler-1646 b,CONFIRMED,CANDIDATE,1.0000,3236.00,41.00,-25.00,5.097,0.055,-0.050,0.0000,0.1000,-0.1000,0.1930,0.0340,-0.0250,0.1690,0.0380,-0.0250,,,
8819,7362534,K06864.01,,FALSE POSITIVE,FALSE POSITIVE,,5799.00,161.00,-142.00,4.600,0.028,-0.028,-0.5800,0.3200,-0.2600,0.7580,0.3360,-0.0490,0.8360,0.0930,-0.0780,,,
8820,7362632,K06865.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6165.00,194.00,-215.00,4.474,0.070,-0.210,-0.4000,0.3000,-0.3000,0.9420,0.2970,-0.0990,0.9650,0.1260,-0.1130,,,
8821,7365447,K06866.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6826.00,192.00,-288.00,4.337,0.084,-0.210,-0.3400,0.2500,-0.3000,1.2330,0.3970,-0.1700,1.2110,0.1890,-0.1710,,,
8822,7366036,K06867.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6398.00,158.00,-174.00,4.358,0.092,-0.138,-0.3400,0.2500,-0.3000,1.1110,0.2380,-0.1460,1.0230,0.1450,-0.1060,,,
8823,7366065,K06868.01,,FALSE POSITIVE,FALSE POSITIVE,,6300.00,164.00,-211.00,4.404,0.070,-0.070,-0.2600,0.2400,-0.3200,1.0570,0.4890,-0.1140,1.0280,0.1940,-0.1140,,,
8824,8211521,K06992.01,,FALSE POSITIVE,FALSE POSITIVE,0.0570,5402.00,162.00,-146.00,4.591,0.056,-0.077,-0.5600,0.3500,-0.3000,0.7170,0.1020,-0.0680,0.7310,0.0820,-0.0520,,,
8825,8227086,K06993.01,,CANDIDATE,CANDIDATE,0.9450,5515.00,165.00,-165.00,4.568,0.056,-0.112,-0.4400,0.3000,-0.3000,0.7610,0.1370,-0.0740,0.7820,0.1020,-0.0630,,,
8826,8227464,K06994.01,,CANDIDATE,CANDIDATE,0.9940,5560.00,89.00,-66.00,4.173,0.201,-0.108,0.1000,0.1500,-0.1000,1.3160,0.2000,-0.2760,0.9420,0.0720,-0.0500,,,
8827,8229048,K06995.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6469.00,155.00,-194.00,4.431,0.054,-0.202,-0.3200,0.2500,-0.3000,1.0560,0.3330,-0.1110,1.0950,0.1460,-0.1320,,,
8828,8231877,K06996.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5112.00,154.00,-154.00,4.596,0.072,-0.048,-0.6400,0.3500,-0.3000,0.6730,0.0670,-0.0600,0.6510,0.0770,-0.0330,,,
8829,8234477,K06997.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6327.00,170.00,-208.00,4.168,0.190,-0.190,0.0200,0.2500,-0.3000,1.5280,0.4720,-0.3870,1.2520,0.1890,-0.2080,,,
8830,8240109,K06998.01,,FALSE POSITIVE,FALSE POSITIVE,0.0020,7970.00,221.00,-332.00,3.871,0.336,-0.105,-0.2000,0.2000,-0.3500,2.6520,0.3510,-0.9830,1.9060,0.1010,-0.4560,,,
8831,8240861,K06999.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6338.00,175.00,-241.00,4.239,0.180,-0.180,-0.2200,0.2500,-0.3000,1.2990,0.3730,-0.2710,1.0650,0.1810,-0.1310,,,
8832,9049010,K07127.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6240.00,212.00,-212.00,3.684,0.629,-0.111,-0.3200,0.3000,-0.3000,2.8030,0.5410,-1.6230,1.3850,0.2100,-0.4200,,,
8833,9083503,K07128.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5222.00,184.00,-184.00,4.556,0.049,-0.091,-0.0400,0.3000,-0.3000,0.7950,0.1220,-0.0710,0.8280,0.0860,-0.0780,,,
8834,9085039,K07129.01,,CANDIDATE,CANDIDATE,,6088.00,161.00,-172.00,4.329,0.148,-0.148,-0.4600,0.3000,-0.2800,1.0770,0.3570,-0.1790,0.9010,0.1340,-0.0850,,,
8835,9093566,K07130.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,7693.00,214.00,-322.00,4.083,0.139,-0.170,0.0400,0.2000,-0.3500,1.9840,0.5140,-0.4200,1.7370,0.1940,-0.2670,,,
8836,9098590,K07131.01,,FALSE POSITIVE,FALSE POSITIVE,0.6580,6081.00,181.00,-181.00,4.526,0.081,-0.150,-1.0000,0.3000,-0.3000,0.8010,0.1700,-0.0850,0.7860,0.0700,-0.0490,,,
8837,9098810,K07132.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5306.00,159.00,-143.00,4.445,0.130,-0.259,-0.0600,0.3000,-0.2500,0.8880,0.2250,-0.1380,0.8020,0.1150,-0.0570,,,
8838,9099773,K07133.01,,CANDIDATE,CANDIDATE,0.7420,5749.00,78.00,-78.00,4.123,0.182,-0.098,0.1600,0.1500,-0.1500,1.4800,0.2450,-0.3260,1.0590,0.1050,-0.0840,,,
8839,9101208,K07134.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5941.00,160.00,-196.00,4.519,0.050,-0.213,-0.1400,0.3000,-0.3000,0.9110,0.2800,-0.0930,1.0010,0.1190,-0.1320,,,
8840,9943009,K07258.01,,CANDIDATE,CANDIDATE,0.9340,5927.00,79.00,-79.00,4.117,0.182,-0.098,0.1200,0.1500,-0.1500,1.5300,0.2640,-0.3220,1.1180,0.1090,-0.0890,,,
8841,9944201,K07259.01,,CANDIDATE,CANDIDATE,0.7050,4893.00,146.00,-146.00,4.634,0.060,-0.035,-0.7000,0.3000,-0.3000,0.6250,0.0550,-0.0500,0.6140,0.0660,-0.0310,,,
8842,9944421,K07260.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5481.00,166.00,-149.00,4.592,0.034,-0.136,-0.2200,0.3000,-0.3000,0.7780,0.1640,-0.0590,0.8710,0.0830,-0.1020,,,
8843,9945280,K07261.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5791.00,157.00,-157.00,4.052,0.458,-0.183,-0.3800,0.3500,-0.2500,1.4720,0.4080,-0.5600,0.8900,0.1110,-0.0900,,,
8844,9953736,K07262.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,7141.00,195.00,-335.00,4.243,0.060,-0.225,0.2100,0.1500,-0.3500,1.5600,0.5960,-0.1990,1.5580,0.2140,-0.2140,,,
8845,9958053,K07263.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,,,,,,,,,,,,,,,,,,
8846,9959093,K07264.01,,CANDIDATE,CANDIDATE,0.2740,5877.00,78.00,-78.00,3.860,0.300,-0.100,0.2000,0.1500,-0.1500,2.2340,0.3140,-0.7330,1.3190,0.1290,-0.2100,,,
8847,9963009,K07265.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5911.00,166.00,-208.00,4.321,0.124,-0.186,0.2200,0.2000,-0.3000,1.2070,0.3600,-0.1940,1.1120,0.1360,-0.1360,,,
8848,8545603,K07893.01,,FALSE POSITIVE,FALSE POSITIVE,0.0250,5668.00,169.00,-186.00,4.545,0.035,-0.196,-0.0200,0.3000,-0.3000,0.8680,0.2480,-0.0780,0.9630,0.1040,-0.1150,,,
8849,10976412,K07393.01,,FALSE POSITIVE,FALSE POSITIVE,,4976.00,125.00,-100.00,3.534,0.169,-0.169,-0.3000,0.3000,-0.2000,2.6380,1.8740,-0.4720,0.8680,0.3230,-0.0370,,,
8850,10979716,K07394.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,3887.00,77.00,-93.00,4.743,0.031,-0.038,-0.1000,0.2000,-0.2000,0.5230,0.0390,-0.0390,0.5530,0.0350,-0.0470,,,
8851,10982373,K07395.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,,,,,,,,,,,,,,,,,,
8852,10987439,K07396.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6496.00,77.00,-83.00,4.212,0.095,-0.116,0.1000,0.1500,-0.2000,1.4850,0.2760,-0.1840,1.3120,0.1050,-0.0950,,,
8853,10989032,K07397.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,8851.00,246.00,-422.00,4.085,0.155,-0.155,0.0700,0.2000,-0.6000,2.1780,0.6120,-0.5510,2.1060,0.3490,-0.5230,,,
8854,10991989,K07398.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5210.00,136.00,-250.00,2.631,0.824,-0.145,0.2100,0.1500,-0.5000,15.0040,2.8820,-11.5290,3.5120,0.1220,-2.3220,,,
8855,10992733,K07399.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5492.00,180.00,-164.00,4.533,0.044,-0.176,0.2000,0.2000,-0.3000,0.8870,0.2130,-0.0760,0.9780,0.0740,-0.1010,,,
8856,11019739,K07400.01,,CANDIDATE,CANDIDATE,0.9430,5183.00,154.00,-154.00,4.558,0.045,-0.078,-0.0800,0.3000,-0.3000,0.7820,0.0980,-0.0720,0.8060,0.0820,-0.0740,,,
8857,12356746,K07525.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6134.00,166.00,-184.00,4.498,0.052,-0.208,-0.4800,0.3000,-0.3000,0.9010,0.2700,-0.0900,0.9320,0.1070,-0.1070,,,
8858,12356914,K07526.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5541.00,180.00,-163.00,4.574,0.064,-0.096,-0.6000,0.3000,-0.3000,0.7390,0.1270,-0.0680,0.7470,0.0880,-0.0520,,,
8859,12365000,K07527.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5273.00,185.00,-167.00,3.621,0.840,-0.210,0.0600,0.3000,-0.3000,3.1500,0.9470,-2.2090,1.5110,0.2140,-0.6420,,,
8860,12365015,K07528.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,,,,,,,,,,,,,,,,,,
8861,12367017,K07529.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5157.00,170.00,-139.00,4.465,0.108,-0.144,0.0800,0.2500,-0.2500,0.8700,0.1270,-0.1010,0.8060,0.0960,-0.0640,,,
8862,12367310,K07530.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5146.00,183.00,-203.00,3.475,0.872,-0.218,0.2800,0.1500,-0.3500,4.0630,1.2000,-2.9990,1.7950,0.2150,-0.8610,,,
8863,12403968,K07531.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5414.00,163.00,-163.00,4.648,0.030,-0.096,-0.6200,0.3500,-0.3000,0.6780,0.1080,-0.0460,0.7590,0.0740,-0.0740,,,
8864,12418662,K07532.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5461.00,164.00,-147.00,4.497,0.074,-0.137,-0.1000,0.3000,-0.3000,0.8610,0.1840,-0.0990,0.8510,0.1010,-0.0730,,,
8865,12418816,K07533.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,4675.00,152.00,-138.00,4.740,0.046,-0.025,-1.5200,0.3000,-0.2500,0.5110,0.0270,-0.0320,0.5230,0.0340,-0.0210,,,
8866,8709688,K03019.02,,CANDIDATE,CANDIDATE,0.9350,5633.00,76.00,-76.00,4.296,0.150,-0.113,0.1600,0.1500,-0.1500,1.1620,0.1790,-0.1790,0.9730,0.0680,-0.0560,,,
8867,9959492,K03051.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5576.00,83.00,-75.00,4.201,0.188,-0.101,0.1600,0.1500,-0.1500,1.2890,0.2080,-0.2540,0.9630,0.0730,-0.0530,,,
